Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Nazilli İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (İÖ) (4 Yıllık),AYDIN,Dolmadı,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Nazilli İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),AYDIN,Dolmadı,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Söke İşletme Fakültesi Akademik Kadro,Uluslararası Ticaret ve İşletmecilik (Fakülte) (4 Yıllık),AYDIN,Dolmadı,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Turizm Fakültesi(Kuşadası) Akademik Kadro,Yiyecek ve İçecek İşletmeciliği (4 Yıllık),AYDIN,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Burhaniye Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Finans ve Bankacılık (Yüksekokul) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Burhaniye Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Finans ve Bankacılık (Yüksekokul) (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Burhaniye Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Turizm İşletmeciliği (Yüksekokul) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Burhaniye Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Uluslararası Ticaret (Yüksekokul) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ Burhaniye Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Uluslararası Ticaret (Yüksekokul) (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Denizcilik Fakültesi Akademik Kadro,Denizcilik İşletmeleri Yönetimi (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İngilizce) (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Ömer Seyfettin Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (İÖ) (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Bilgi ve Belge Yönetimi (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Rekreasyon (Fakülte) (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Rekreasyon (Fakülte) (İÖ) (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (İÖ) (4 Yıllık),BARTIN,Dolmadı,EA
BARTIN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),BARTIN,Dolmadı,EA
BATMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BATMAN,Dolmadı,EA
BATMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BATMAN,Dolmadı,EA
BATMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BATMAN,Dolmadı,EA
BATMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),BATMAN,Dolmadı,EA
BAYBURT ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Gümrük İşletme (Fakülte) (4 Yıllık),BAYBURT,Dolmadı,EA
BAYBURT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),BAYBURT,Dolmadı,EA
BAYBURT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (İÖ) (4 Yıllık),BAYBURT,Dolmadı,EA
BAYBURT ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BAYBURT,Dolmadı,EA
BAYBURT ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BAYBURT,Dolmadı,EA
BAYBURT ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve İşletmecilik (Fakülte) (4 Yıllık),BAYBURT,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Çocuk Gelişimi (Fakülte) (KKTC Uyruklu) (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Muhasebe ve Finans Yönetimi (Fakülte) (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BİLECİK,Dolmadı,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),BİLECİK,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Beden Eğitimi ve Spor Öğretmenliği (Fakülte) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Rekreasyon (Fakülte) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (İÖ) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BİNGÖL,Dolmadı,EA
BİNGÖL ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),BİNGÖL,Dolmadı,EA
BİTLİS EREN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),BİTLİS,Dolmadı,EA
BİTLİS EREN ÜNİVERSİTESİ Sağlık Yüksekokulu Akademik Kadro,Sosyal Hizmet (Yüksekokul) (4 Yıllık),BİTLİS,Dolmadı,EA
BİTLİS EREN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BİTLİS,Dolmadı,EA
BİTLİS EREN ÜNİVERSİTESİ Kanık Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Turizm İşletmeciliği (Yüksekokul) (4 Yıllık),BİTLİS,Dolmadı,EA
BİTLİS EREN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),BİTLİS,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Gerede Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (KKTC Uyruklu) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (İÖ) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Gerede Uygulamalı Bilimler Fakültesi Akademik Kadro,Pazarlama (Fakülte) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (İÖ) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İÖ) (4 Yıllık),BOLU,Dolmadı,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Gerede Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),BOLU,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Antropoloji (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak İşletme Fakültesi Akademik Kadro,Ekonomi ve Finans (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak Zeliha Tolunay Uygulamalı Teknoloji ve İşletmecilik Yüksekokulu Akademik Kadro,Gümrük İşletme (Yüksekokul) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak İşletme Fakültesi Akademik Kadro,İşletme (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak Zeliha Tolunay Uygulamalı Teknoloji ve İşletmecilik Yüksekokulu Akademik Kadro,Muhasebe ve Finans Yönetimi (Yüksekokul) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (İÖ) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (İÖ) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (İÖ) (4 Yıllık),BURDUR,Dolmadı,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Turizm İşletmeciliği ve Otelcilik Yüksekokulu Akademik Kadro,Turizm İşletmeciliği (Yüksekokul) (4 Yıllık),BURDUR,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),BURSA,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (İÖ) (4 Yıllık),BURSA,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (İÖ) (4 Yıllık),BURSA,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),BURSA,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İÖ) (4 Yıllık),BURSA,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İnegöl İşletme Fakültesi Akademik Kadro,İşletme (4 Yıllık),BURSA,Dolmadı,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),BURSA,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İktisat (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İşletme (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Seyahat İşletmeciliği ve Turizm Rehberliği (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Çan Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Uluslararası Ticaret ve İşletmecilik (Yüksekokul) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Bilgi ve Belge Yönetimi (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),ÇANKIRI,Dolmadı,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),ÇANKIRI,Dolmadı,EA
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sanat, Tasarım ve Mimarlık Fakültesi Akademik Kadro",Tekstil ve Moda Tasarımı (Fakülte) (4 Yıllık),ÇANKIRI,Dolmadı,EA
