Üniversite  ,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
GAZİ ÜNİVERSİTESİ Gazi Eğitim Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),ANKARA,288899,SAY
FIRAT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ELAZIĞ,288934,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Hasan Ferdi Turgutlu Teknoloji Fakültesi  ,Mekatronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),MANİSA,289182,SAY
EGE ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik (4 Yıllık),İZMİR,289321,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Fizik Mühendisliği (4 Yıllık),İSTANBUL,289403,SAY
PAMUKKALE ÜNİVERSİTESİ Teknoloji Fakültesi  ,Mekatronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),DENİZLİ,289962,SAY
YALOVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Kimya Mühendisliği (4 Yıllık),YALOVA,291477,SAY
SELÇUK ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KONYA,291574,SAY
MERSİN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),MERSİN,291599,SAY
AKDENİZ ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),ANTALYA,292410,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),KONYA,292855,SAY
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),MALATYA,293036,SAY
SELÇUK ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),KONYA,293806,SAY
SAKARYA ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),SAKARYA,293841,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Otomotiv Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ANKARA,293926,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Eğitim Fakültesi  ,Fizik Öğretmenliği (4 Yıllık),SAMSUN,294004,SAY
İSTANBUL ÜNİVERSİTESİ Fen Fakültesi  ,Astronomi ve Uzay Bilimleri (4 Yıllık),İSTANBUL,294180,SAY
BALIKESİR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),BALIKESİR,294313,SAY
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),KÜTAHYA,294601,SAY
TRAKYA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),EDİRNE,294655,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),ISPARTA,294716,SAY
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),OSMANİYE,294742,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ADANA,294761,SAY
GAZİ ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),ANKARA,295143,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Fen Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),KONYA,295371,SAY
GAZİ ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),ANKARA,295566,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),KAHRAMANMARAŞ,296039,SAY
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),TOKAT,296117,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ISPARTA,296164,SAY
SELÇUK ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KONYA,296459,SAY
ANKARA ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),ANKARA,296678,SAY
KONYA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),KONYA,296828,SAY
SELÇUK ÜNİVERSİTESİ Teknoloji Fakültesi  ,Mekatronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KONYA,296888,SAY
ANKARA ÜNİVERSİTESİ Eğitim Bilimleri Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),ANKARA,297194,SAY
MUNZUR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),TUNCELİ,297220,SAY
BİNGÖL ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),BİNGÖL,298280,SAY
SİVAS CUMHURİYET ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),SİVAS,298429,SAY
KOCAELİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Otomotiv Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KOCAELİ,298610,SAY
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),BİLECİK,298722,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak Teknoloji Fakültesi  ,Yazılım Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BURDUR,298857,SAY
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik (4 Yıllık),İSTANBUL,298944,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),VAN,299290,SAY
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),KARAMAN,299297,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Enerji Sistemleri Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ANKARA,299674,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),İZMİR,299710,SAY
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),SAKARYA,299878,SAY
GAZİ ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik (4 Yıllık),ANKARA,300217,SAY
YALOVA ÜNİVERSİTESİ Sanat ve Tasarım Fakültesi  ,İç Mimarlık (4 Yıllık),YALOVA,300318,SAY
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),AFYONKARAHİSAR,300494,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ANTALYA,301184,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Havacılık Elektrik ve Elektroniği (Fakülte) (4 Yıllık),HATAY,301691,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),BURDUR,302333,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),ISPARTA,302702,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),ANKARA,302969,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),SAMSUN,303715,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (İÖ) (4 Yıllık),MANİSA,303795,SAY
HİTİT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ÇORUM,304147,SAY
İNÖNÜ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (İngilizce) (4 Yıllık),MALATYA,304522,SAY
EGE ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),İZMİR,304893,SAY
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),AYDIN,305166,SAY
KOCAELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),KOCAELİ,305534,SAY
SELÇUK ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,İç Mimarlık (4 Yıllık),KONYA,305633,SAY
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Bor Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),NİĞDE,305789,SAY
KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),KÜTAHYA,305877,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,Matematik (4 Yıllık),ÇANAKKALE,306236,SAY
İSTANBUL ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),İSTANBUL,306384,SAY
KIRIKKALE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),KIRIKKALE,306427,SAY
TRAKYA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),EDİRNE,306655,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),ESKİŞEHİR,306929,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),İZMİR,307848,SAY
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Mimarlık Fakültesi  ,İç Mimarlık (4 Yıllık),KÜTAHYA,307882,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Kimya (4 Yıllık),BURSA,308117,SAY
ERZURUM TEKNİK ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ERZURUM,308408,SAY
SİVAS CUMHURİYET ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),SİVAS,308656,SAY
BARTIN ÜNİVERSİTESİ Fen Fakültesi  ,Bilgisayar Teknolojisi ve Bilişim Sistemleri (4 Yıllık),BARTIN,309461,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),İZMİR,312082,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Ergoterapi (4 Yıllık),ÇANKIRI,312580,SAY
TRAKYA ÜNİVERSİTESİ Mimarlık Fakültesi  ,İç Mimarlık (4 Yıllık),EDİRNE,313428,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (İngilizce) (4 Yıllık),İZMİR,313556,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),SAMSUN,313711,SAY
SAKARYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),SAKARYA,313962,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik (4 Yıllık),İZMİR,314572,SAY
MARDİN ARTUKLU ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),MARDİN,315600,SAY
SELÇUK ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),KONYA,316512,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Matematik (4 Yıllık),BURSA,317254,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Güzel Sanatlar Fakültesi  ,Endüstriyel Tasarım (Fakülte) (4 Yıllık),SAMSUN,317449,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Sağlık Bilimleri Fakültesi  ,Ortez ve Protez (Ankara) (4 Yıllık),ANKARA,317544,SAY
ANKARA ÜNİVERSİTESİ Fen Fakültesi  ,Astronomi ve Uzay Bilimleri (4 Yıllık),ANKARA,317738,SAY
GAZİANTEP ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),GAZİANTEP,318037,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,Kimya (4 Yıllık),ÇANAKKALE,318358,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ESKİŞEHİR,318678,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),ÇANAKKALE,318894,SAY
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ERZİNCAN,319212,SAY
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (İngilizce) (4 Yıllık),İZMİR,320662,SAY
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),ZONGULDAK,320821,SAY
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),TOKAT,321411,SAY
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),DENİZLİ,321964,SAY
FIRAT ÜNİVERSİTESİ Sivil Havacılık Yüksekokulu  ,Havacılık Elektrik ve Elektroniği (Yüksekokul) (4 Yıllık),ELAZIĞ,323091,SAY
ANKARA ÜNİVERSİTESİ Ziraat Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),ANKARA,323101,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik (4 Yıllık),ESKİŞEHİR,323505,SAY
YOZGAT BOZOK ÜNİVERSİTESİ Sarıkaya Fizyoterapi ve Rehabilitasyon Yüksekokulu  ,Fizyoterapi ve Rehabilitasyon (Yüksekokul) (4 Yıllık),YOZGAT,323600,SAY
FIRAT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),ELAZIĞ,324004,SAY
SAKARYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),SAKARYA,324379,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Fen Fakültesi  ,Matematik ve Bilgisayar Bilimleri (4 Yıllık),KONYA,324559,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),İSTANBUL,324938,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),İSTANBUL,325027,SAY
GAZİ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),ANKARA,325860,SAY
KIRKLARELİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),KIRKLARELİ,326044,SAY
KARABÜK ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),KARABÜK,326645,SAY
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Mimarlık Fakültesi  ,İç Mimarlık (İÖ) (4 Yıllık),KÜTAHYA,327160,SAY
İSTANBUL ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),İSTANBUL,327233,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),SAMSUN,327308,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),MUĞLA,327560,SAY
GAZİ ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),ANKARA,327631,SAY
İSKENDERUN TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,İç Mimarlık (4 Yıllık),HATAY,327879,SAY
MERSİN ÜNİVERSİTESİ Erdemli Uygulamalı Teknoloji ve İşletmecilik Yüksekokulu  ,Bilişim Sistemleri ve Teknolojileri (Yüksekokul) (4 Yıllık),MERSİN,328303,SAY
ORDU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ORDU,328450,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),İZMİR,329172,SAY
HACETTEPE ÜNİVERSİTESİ Fen Fakültesi  ,Aktüerya Bilimleri (Fakülte) (4 Yıllık),ANKARA,329191,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),ESKİŞEHİR,329453,SAY
GÜMÜŞHANE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),GÜMÜŞHANE,329535,SAY
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Polatlı Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),ANKARA,330025,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),BURSA,330163,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Ortez ve Protez (4 Yıllık),SAMSUN,330647,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Ziraat Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),BURSA,331021,SAY
EGE ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),İZMİR,331070,SAY
ARTVİN ÇORUH ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ARTVİN,331281,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),AFYONKARAHİSAR,332045,SAY
AKDENİZ ÜNİVERSİTESİ Fen Fakültesi  ,Uzay Bilimleri ve Teknolojileri (4 Yıllık),ANTALYA,332462,SAY
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),ÇANKIRI,332856,SAY
HARRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),ŞANLIURFA,333403,SAY
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fizik Tedavi ve Rehabilitasyon Yüksekokulu  ,Fizyoterapi ve Rehabilitasyon (Yüksekokul) (4 Yıllık),KIRŞEHİR,334254,SAY
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),AYDIN,334661,SAY
ERCİYES ÜNİVERSİTESİ Seyrani Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),KAYSERİ,334790,SAY
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ Güneysu Fizik Tedavi ve Rehabilitasyon Yüksekokulu  ,Fizyoterapi ve Rehabilitasyon (Yüksekokul) (4 Yıllık),RİZE,334910,SAY
İNÖNÜ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),MALATYA,335157,SAY
BALIKESİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),BALIKESİR,335169,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),MUĞLA,335392,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),İZMİR,335530,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,İstatistik (4 Yıllık),ESKİŞEHİR,336079,SAY
AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (İÖ) (4 Yıllık),AFYONKARAHİSAR,336819,SAY
ÇUKUROVA ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ADANA,336867,SAY
SELÇUK ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),KONYA,336894,SAY
AKDENİZ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),ANTALYA,337329,SAY
BURSA TEKNİK ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),BURSA,338714,SAY
ANKARA ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ANKARA,338872,SAY
ÇUKUROVA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),ADANA,339610,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),ÇANAKKALE,340466,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),BURSA,340602,SAY
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),ISPARTA,340973,SAY
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),DENİZLİ,341142,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik ve Bilgisayar Bilimleri (4 Yıllık),TRABZON,341177,SAY
AKDENİZ ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),ANTALYA,341593,SAY
SELÇUK ÜNİVERSİTESİ Fen Fakültesi  ,Biyokimya (4 Yıllık),KONYA,342448,SAY
SELÇUK ÜNİVERSİTESİ Güzel Sanatlar Fakültesi  ,Endüstriyel Tasarım (Fakülte) (4 Yıllık),KONYA,343924,SAY
EGE ÜNİVERSİTESİ Fen Fakültesi  ,Astronomi ve Uzay Bilimleri (4 Yıllık),İZMİR,344397,SAY
TRAKYA ÜNİVERSİTESİ Keşan Yusuf Çapraz Uygulamalı Bilimler Yüksekokulu  ,Bilişim Sistemleri ve Teknolojileri (Yüksekokul) (4 Yıllık),EDİRNE,344559,SAY
KOCAELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),KOCAELİ,345728,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),İZMİR,346190,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),MUĞLA,347117,SAY
BAYBURT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),BAYBURT,347337,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),KAHRAMANMARAŞ,347529,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),MANİSA,347848,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),HATAY,348291,SAY
BİNGÖL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),BİNGÖL,348671,SAY
BURSA TEKNİK ÜNİVERSİTESİ Orman Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),BURSA,348906,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),BURDUR,349159,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),İZMİR,349174,SAY
ATATÜRK ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,İç Mimarlık (4 Yıllık),ERZURUM,350274,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),TRABZON,350494,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),ISPARTA,350563,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),İSTANBUL,350749,SAY
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),ŞANLIURFA,351545,SAY
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (İngilizce) (4 Yıllık),BOLU,351583,SAY
